DBMS,category_label,Multi_model_info,DBMS_insitelink,has_github_repo,has_company,github_repo_link,Score_Aug-2023,Rank_Aug-2023,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Vector DBMS,Wide column,DBMS_urnform
Elliptics,Key-value,Key-value store,https://db-engines.com/en/system/Elliptics,Y,,reverbrain/elliptics,0.38,314,reverbrain,elliptics,,2009,,Y,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,elliptics
Linter,Relational,"Relational DBMS,Spatial DBMS",https://db-engines.com/en/system/Linter,N,,-,0.38,315,-,-,relex.ru/en,1990,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,linter
AntDB,Relational,Relational DBMS,https://db-engines.com/en/system/AntDB,Y,,ADBSQL/AntDB,0.38,316,ADBSQL,AntDB,AsiaInfo Technologies Limited,,,N,"community version available at,github.com/ADBSQL/AntDB",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,antdb
HugeGraph,Graph,Graph DBMS,https://db-engines.com/en/system/HugeGraph,Y,Y,apache/incubator-hugegraph,0.38,317,apache,incubator-hugegraph,Baidu,2018,,Y,Apache Version 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,hugegraph
FeatureBase,Relational,Relational DBMS,https://db-engines.com/en/system/FeatureBase,Y_CommunityEdition,,featurebasedb/featurebase,0.37,318,featurebasedb,featurebase,Molecula and Pilosa Open Source Contributors,2017,2022,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,featurebase
BrightstarDB,RDF,RDF store,https://db-engines.com/en/system/BrightstarDB,Y,,BrightstarDB/BrightstarDB,0.36,319,BrightstarDB,BrightstarDB,,2012,,Y,,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,brightstardb
NEventStore,Event,Event Store,https://db-engines.com/en/system/NEventStore,Y,,NEventStore/NEventStore,0.36,320,NEventStore,NEventStore,,2011,,Y,MIT-License,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,neventstore
Dydra,RDF,RDF store,https://db-engines.com/en/system/Dydra,Y_UnlicenseLicense,,dydra/dydra,0.35,321,dydra,dydra,,2010,,N,,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,dydra
Tokyo Tyrant,Key-value,Key-value store,https://db-engines.com/en/system/Tokyo+Tyrant,Y,,hthetiot/Tokyo-Tyrant,0.34,322,hthetiot,Tokyo-Tyrant,Mikio  Hirabayashi,2007,,Y,GPL,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tokyo-tyrant
Machbase,Time Series,Time Series DBMS,https://db-engines.com/en/system/Machbase,N,,-,0.34,323,-,-,Machbase,2013,2021,N,free test version available,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,machbase
CnosDB,Time Series,Time Series DBMS,https://db-engines.com/en/system/CnosDB,Y,,cnosdb/cnosdb,0.34,324,cnosdb,cnosdb,,2022,2023,Y,AGPL 3.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,cnosdb
LeanXcale,Key-value,"Key-value store,Relational DBMS",https://db-engines.com/en/system/LeanXcale,N,,-,0.34,325,-,-,LeanXcale,2015,,N,,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,leanxcale
Immudb,Key-value,"Key-value store,Relational DBMS",https://db-engines.com/en/system/Immudb,Y,,codenotary/immudb,0.34,326,codenotary,immudb,Codenotary,2020,2022,Y,Apache Version 2.0,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,immudb
GraphBase,Graph,Graph DBMS,https://db-engines.com/en/system/GraphBase,N,,-,0.33,327,-,-,,,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,graphbase
PipelineDB,Relational,Relational DBMS,https://db-engines.com/en/system/PipelineDB,Y,,pipelinedb/pipelinedb,0.33,328,pipelinedb,pipelinedb,,2015,,Y,"BSD, GPL V3",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pipelinedb
STSdb,Key-value,Key-value store,https://db-engines.com/en/system/STSdb,Y,,STSSoft/STSdb4,0.32,329,STSSoft,STSdb4,STS Soft SC,2011,2015,Y,"GPLv2, commercial license available",N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,stsdb
TomP2P,Key-value,Key-value store,https://db-engines.com/en/system/TomP2P,Y,,tomp2p/TomP2P,0.32,330,tomp2p,TomP2P,,2004,,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tomp2p
ArcadeDB,Document,"Document store,Graph DBMS,Key-value store,Time Series DBMS",https://db-engines.com/en/system/ArcadeDB,Y,,ArcadeData/arcadedb,0.32,331,ArcadeData,arcadedb,Arcade Data,2021,2021,Y,Apache Version 2.0,N,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,arcadedb
Eloquera,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/Eloquera,N,,-,0.31,332,-,-,,2008,2014,N,free licenses,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,eloquera
GeoSpock,Relational,"Relational DBMS,Time Series DBMS",https://db-engines.com/en/system/GeoSpock,N,,-,0.31,333,-,-,GeoSpock,,2019,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,geospock
Speedb,Key-value,Key-value store,https://db-engines.com/en/system/Speedb,Y,,speedb-io/speedb,0.3,334,speedb-io,speedb,Speedb,2020,,Y,Apache Version 2.0; commercial license available,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,speedb
Faircom DB,Key-value,"Key-value store,Relational DBMS",https://db-engines.com/en/system/Faircom+DB,N,,-,0.3,335,-,-,FairCom Corporation,1979,2020,N,"Restricted, free version available",N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,faircom-db
Kyoto Tycoon,Key-value,Key-value store,https://db-engines.com/en/system/Kyoto+Tycoon,Y,,AlticeLabsProjects/kyoto,0.3,336,AlticeLabsProjects,kyoto,,2009,,Y,GPL,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,kyoto-tycoon
Bangdb,Document,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS",https://db-engines.com/en/system/Bangdb,Y,,sachin-sinha/BangDB,0.29,337,sachin-sinha,BangDB,"Sachin Sinha, BangDB",2012,2021,Y,BSD 3,N,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,bangdb
Skytable,Key-value,Key-value store,https://db-engines.com/en/system/Skytable,Y,Y,skytable/skytable,0.29,338,skytable,skytable,"Skytable, Inc.",2020,,Y,GNU AGPL 3.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,skytable
RDFox,Graph,"Graph DBMS,RDF store,Relational DBMS",https://db-engines.com/en/system/RDFox,N,,-,0.29,339,-,-,Oxford Semantic Technologies,2017,2022,N,,N,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,rdfox
IRONdb,Time Series,Time Series DBMS,https://db-engines.com/en/system/IRONdb,N,,-,0.28,340,-,-,Circonus LLC.,2017,2018,N,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,irondb
Alibaba Cloud Table Store,Wide column,Wide column store,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,N,,-,0.28,341,-,-,Alibaba,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,alibaba-cloud-table-store
Tibco ComputeDB,Relational,Relational DBMS,https://db-engines.com/en/system/Tibco+ComputeDB,Y_NotGitHub-release_community.tibco.com/s/article/TIBCO-Graph-Database-Releases,Y,-,0.28,342,-,-,Tibco,2015,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,tibco-computedb
Valentina Server,Relational,Relational DBMS,https://db-engines.com/en/system/Valentina+Server,N,,-,0.27,343,-,-,Paradigma Software,1999,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,valentina-server
Ultipa,Graph,Graph DBMS,https://db-engines.com/en/system/Ultipa,N,,-,0.26,344,-,-,Ultipa,2019,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ultipa
PieCloudDB,Relational,Relational DBMS,https://db-engines.com/en/system/PieCloudDB,N,,-,0.26,345,-,-,OpenPie,,2023,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pieclouddb
BigObject,Relational,Relational DBMS,https://db-engines.com/en/system/BigObject,N,,-,0.25,346,-,-,"BigObject, Inc.",2015,,N,free community edition available,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bigobject
Siaqodb,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/Siaqodb,Y_Nonlicense,,morecraf/Siaqodb,0.25,347,morecraf,Siaqodb,,,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,siaqodb
TinkerGraph,Graph,Graph DBMS,https://db-engines.com/en/system/TinkerGraph,Y,,apache/tinkerpop,0.24,348,apache,tinkerpop,,2009,,Y,Apache 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tinkergraph
Edge Intelligence,Relational,Relational DBMS,https://db-engines.com/en/system/Edge+Intelligence,N,,-,0.24,349,-,-,,2012,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,edge-intelligence
Quasardb,Time Series,Time Series DBMS,https://db-engines.com/en/system/Quasardb,N,,-,0.23,350,-,-,quasardb,2009,2022,N,"Free community edition, Non-profit organizations and non-commercial usage are eligible for free licenses",N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,quasardb
Fujitsu Enterprise Postgres,Relational,"Relational DBMS,Document store,Spatial DBMS",https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,N,,-,0.22,351,-,-,"PostgreSQL Global Development Group, Fujitsu Australia Software Technology",,2022,N,,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,fujitsu-enterprise-postgres
EsgynDB,Relational,Relational DBMS,https://db-engines.com/en/system/EsgynDB,N,,-,0.22,352,-,-,Esgyn,2015,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,esgyndb
TerminusDB,Graph,"Graph DBMS,Document store,RDF store",https://db-engines.com/en/system/TerminusDB,Y,,terminusdb/terminusdb,0.22,353,terminusdb,terminusdb,DataChemist Ltd.,2018,2023,Y,GPL V3,N,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,terminusdb
H2GIS,Spatial DBMS,"Spatial DBMS,Relational DBMS",https://db-engines.com/en/system/H2GIS,Y,,orbisgis/h2gis,0.21,354,orbisgis,h2gis,CNRS,2013,,Y,LGPL 3.0,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,h2gis
XTDB,Document,Document store,https://db-engines.com/en/system/XTDB,Y,,xtdb/xtdb,0.21,355,xtdb,xtdb,Juxt Ltd.,2019,2021,Y,MIT License,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,xtdb
SiteWhere,Time Series,Time Series DBMS,https://db-engines.com/en/system/SiteWhere,Y,,sitewhere/sitewhere,0.21,356,sitewhere,sitewhere,SiteWhere,2010,,Y,Common Public Attribution License Version 1.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sitewhere
Transwarp KunDB,Relational,Relational DBMS,https://db-engines.com/en/system/Transwarp+KunDB,N,,-,0.2,357,-,-,Transwarp,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,transwarp-kundb
HyperLevelDB,Key-value,Key-value store,https://db-engines.com/en/system/HyperLevelDB,Y,,rescrv/HyperLevelDB,0.2,358,rescrv,HyperLevelDB,,2010,,Y,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hyperleveldb
NSDb,Time Series,Time Series DBMS,https://db-engines.com/en/system/NSDb,Y,,radicalbit/NSDb,0.19,359,radicalbit,NSDb,,2017,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nsdb
Alibaba Cloud TSDB,Time Series,Time Series DBMS,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,N,,-,0.19,360,-,-,Alibaba,,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,alibaba-cloud-tsdb
Manticore Search,Search engine,"Search engine,Time Series DBMS",https://db-engines.com/en/system/Manticore+Search,Y,,manticoresoftware/manticoresearch,0.18,361,manticoresoftware,manticoresearch,Manticore Software,2017,2023,Y,GPL version 2,N,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,manticore-search
Exorbyte,Search engine,Search engine,https://db-engines.com/en/system/Exorbyte,N,,-,0.17,362,-,-,,2000,,N,,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,exorbyte
YTsaurus,Document,"Document store,Key-value store",https://db-engines.com/en/system/YTsaurus,,,,0.17,363,,,Yandex,2023,,Y,"Apache License, Version 2.0",N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ytsaurus
JethroData,Relational,Relational DBMS,https://db-engines.com/en/system/JethroData,N,,-,0.17,364,-,-,JethroData,2013,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,jethrodata
IBM Db2 Event Store,Event,"Event Store,Time Series DBMS",https://db-engines.com/en/system/IBM+Db2+Event+Store,N,,-,0.17,365,-,-,IBM,2017,,N,free developer edition available,N,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ibm-db2-event-store
InfinityDB,Key-value,Key-value store,https://db-engines.com/en/system/InfinityDB,N,,-,0.16,366,-,-,Boiler Bay Inc.,2002,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,infinitydb
OrigoDB,Document,"Document store,Object oriented DBMS",https://db-engines.com/en/system/OrigoDB,Y,,DevrexLabs/OrigoDB,0.15,367,DevrexLabs,OrigoDB,Robert Friberg et al,2009,,Y,,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origodb
Tigris,Document,"Document store,Key-value store,Search engine,Time Series DBMS",https://db-engines.com/en/system/Tigris,Y,,tigrisdata/tigris,0.15,368,tigrisdata,tigris,"Tigris Data, Inc.",2022,,Y,Apache Version 2.0,N,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,tigris
WhiteDB,Document,Document store,https://db-engines.com/en/system/WhiteDB,Y,,priitj/whitedb,0.15,369,priitj,whitedb,,2008,,Y,GPL V3,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whitedb
ToroDB,Document,Document store,https://db-engines.com/en/system/ToroDB,Y,,torodb/server,0.14,370,torodb,server,8Kdata,2016,,Y,AGPL-V3,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,torodb
Badger,Key-value,Key-value store,https://db-engines.com/en/system/Badger,Y,,dgraph-io/badger,0.14,371,dgraph-io,badger,DGraph Labs,2017,,Y,Apache 2.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,badger
MyScale,Relational,"Relational DBMS,Vector DBMS",https://db-engines.com/en/system/MyScale,N,,-,0.14,372,-,-,,2022,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,myscale
SenseiDB,Document,Document store,https://db-engines.com/en/system/SenseiDB,Y_archivedas_LinkedInAttic/sensei,N,LinkedInAttic/sensei,0.14,373,LinkedInAttic,sensei,,2010,,Y,Apache Version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,senseidb
GreptimeDB,Time Series,Time Series DBMS,https://db-engines.com/en/system/GreptimeDB,Y,,GreptimeTeam/greptimedb,0.14,374,GreptimeTeam,GreptimeTeam/greptimedb,Greptime Inc.,2022,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,greptimedb
Hawkular Metrics,Time Series,Time Series DBMS,https://db-engines.com/en/system/Hawkular+Metrics,Y,,hawkular/hawkular-metrics,0.14,375,hawkular,hawkular-metrics,Community supported by Red Hat,2014,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,hawkular-metrics
Dragonfly,Key-value,Key-value store,https://db-engines.com/en/system/Dragonfly,Y,,dragonflydb/dragonfly,0.13,376,dragonflydb,dragonfly,DragonflyDB team and community contributors,2023,2023,Y,BSL 1.1,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,dragonfly
Acebase,Document,Document store,https://db-engines.com/en/system/Acebase,Y,,appy-one/acebase,0.12,377,appy-one,acebase,,2018,,Y,MIT License,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acebase
SiriDB,Time Series,Time Series DBMS,https://db-engines.com/en/system/SiriDB,Y,,SiriDB/siridb-server,0.12,378,SiriDB,siridb-server,Cesbit,2017,,Y,MIT License,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,siridb
LedisDB,Key-value,Key-value store,https://db-engines.com/en/system/LedisDB,Y,,ledisdb/ledisdb,0.12,379,ledisdb,ledisdb,,2014,,Y,MIT-License,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ledisdb
Indica,Search engine,Search engine,https://db-engines.com/en/system/Indica,N,,-,0.11,380,-,-,,2014,,N,parts of it are open source,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,indica
iBoxDB,Document,Document store,https://db-engines.com/en/system/iBoxDB,Y,,iboxdb/ftserver,0.11,381,iboxdb,ftserver,,2013,,Y,,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iboxdb
RaptorDB,Document,Document store,https://db-engines.com/en/system/RaptorDB,Y,,mgholam/RaptorDB-Document,0.11,381,mgholam,RaptorDB-Document,,,,Y,Apache Version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,raptordb
OushuDB,Relational,Relational DBMS,https://db-engines.com/en/system/OushuDB,N,,-,0.1,383,-,-,Oushu,,2020,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,oushudb
NosDB,Document,Document store,https://db-engines.com/en/system/NosDB,Y,,Alachisoft/NosDB,0.1,384,Alachisoft,NosDB,Alachisoft,2016,,Y,Professional and Enterprise Versions available,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nosdb
TerarkDB,Key-value,Key-value store,https://db-engines.com/en/system/TerarkDB,Y_GithubFork,,bytedance/terarkdb,0.08,385,bytedance,terarkdb,Terark,2016,,N,restricted open source version available,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,terarkdb
Blueflood,Time Series,Time Series DBMS,https://db-engines.com/en/system/Blueflood,Y,,rackerlabs/blueflood,0.08,386,rackerlabs,blueflood,Rackspace,2013,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,blueflood
Warp 10,Time Series,Time Series DBMS,https://db-engines.com/en/system/Warp+10,Y,,senx/warp10-platform,0.07,387,senx,warp10-platform,SenX,2015,,Y,Apache License 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,warp-10
AgensGraph,Graph,"Graph DBMS,Relational DBMS",https://db-engines.com/en/system/AgensGraph,Y,Y,bitnine-oss/agensgraph,0.07,388,bitnine-oss,agensgraph,Bitnine Global Inc.,2016,2018,Y,Apache License 2.0,N,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,agensgraph
DataFS,Object oriented,"Object oriented DBMS,Graph DBMS",https://db-engines.com/en/system/DataFS,N,,-,0.07,389,-,-,Mobiland AG,2018,2022,N,,N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,datafs
Cachelot.io,Key-value,Key-value store,https://db-engines.com/en/system/Cachelot.io,Y,,cachelot/cachelot,0.07,390,cachelot,cachelot,,2015,,Y,Simplified BSD License,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cachelotio
SmallSQL,Relational,Relational DBMS,https://db-engines.com/en/system/SmallSQL,Y,,CptTZ/SmallSQL,0.06,391,CptTZ,SmallSQL,,2005,,Y,L-GPL,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,smallsql
ActorDB,Relational,Relational DBMS,https://db-engines.com/en/system/ActorDB,Y,,biokoda/actordb,0.05,392,biokoda,actordb,,2014,,Y,Mozilla Public License 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,actordb
ScaleOut StateServer,Key-value,Key-value store,https://db-engines.com/en/system/ScaleOut+StateServer,N,,-,0.04,393,-,-,,2005,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,scaleout-stateserver
Transwarp ArgoDB,Relational,"Relational DBMS,Search engine",https://db-engines.com/en/system/Transwarp+ArgoDB,N,,-,0.03,394,-,-,Transwarp,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,transwarp-argodb
WakandaDB,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/WakandaDB,N_commercial,Y,-,0.02,395,-,-,Wakanda SAS,2012,2019,Y,"AGPLv3, extended commercial license available",N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,wakandadb
Yanza,Time Series,Time Series DBMS,https://db-engines.com/en/system/Yanza,N,,-,0.02,396,-,-,Yanza,2015,,N,free version available,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,yanza
Newts,Time Series,Time Series DBMS,https://db-engines.com/en/system/Newts,Y,,OpenNMS/newts,0.02,397,OpenNMS,newts,OpenNMS Group,2014,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,newts
SparkleDB,RDF,RDF store,https://db-engines.com/en/system/SparkleDB,N,,-,0.02,398,-,-,,2012,,N,,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,sparkledb
JaguarDB,Key-value,"Key-value store,Vector DBMS",https://db-engines.com/en/system/JaguarDB,Y,Y,datajaguar/jaguardb,0.02,399,datajaguar,jaguardb,"DataJaguar, Inc.",2015,2023,Y,GPL V3.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,jaguardb
Resin Cache,Key-value,Key-value store,https://db-engines.com/en/system/Resin+Cache,Y,,dlitz/resin,0.01,400,dlitz,resin,,1998,2020,Y,"GPLv3, extended commercial license available",N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,resin-cache
SWC-DB,Wide column,"Wide column store,Time Series DBMS",https://db-engines.com/en/system/SWC-DB,Y,,kashirin-alex/swc-db,0.01,401,kashirin-alex,swc-db,Alex Kashirin,2020,2021,Y,GPL V3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,swc-db
Faircom EDGE,Key-value,"Key-value store,Relational DBMS",https://db-engines.com/en/system/Faircom+EDGE,N,,-,0.01,402,-,-,FairCom Corporation,1979,2020,N,"Restricted, free version available",N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,faircom-edge
Galaxybase,Graph,Graph DBMS,https://db-engines.com/en/system/Galaxybase,N,,-,0.01,403,-,-,"Chuanglin(Createlink) Technology Co., Ltd 浙江创邻科技有限公司",2017,2021,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,galaxybase
VelocityDB,Graph,"Graph DBMS,Object oriented DBMS",https://db-engines.com/en/system/VelocityDB,N,,-,0.01,404,-,-,VelocityDB Inc,2011,,N,,N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,velocitydb
SwayDB,Key-value,Key-value store,https://db-engines.com/en/system/SwayDB,Y,,simerplaha/SwayDB,0.0,405,simerplaha,SwayDB,Simer Plaha,2018,,Y,GNU Affero GPL V3.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,swaydb
BergDB,Key-value,Key-value store,https://db-engines.com/en/system/BergDB,Y,,bergdb/bergdb,0.0,406,bergdb,bergdb,,2013,,Y,Gnu Affero General Public License (AGPL),N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bergdb
CortexDB,Document,"Document store,Key-value store",https://db-engines.com/en/system/CortexDB,N,,-,0.0,406,-,-,,2014,,N,,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cortexdb
CovenantSQL,Relational,Relational DBMS,https://db-engines.com/en/system/CovenantSQL,Y,,CovenantSQL/CovenantSQL,0.0,406,CovenantSQL,CovenantSQL,,2018,,Y,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,covenantsql
DaggerDB,Relational,Relational DBMS,https://db-engines.com/en/system/DaggerDB,N,,-,0.0,406,-,-,,2014,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,daggerdb
EdgelessDB,Relational,Relational DBMS,https://db-engines.com/en/system/EdgelessDB,Y,,edgelesssys/edgelessdb,0.0,406,edgelesssys,edgelessdb,Edgeless Systems,2021,,Y,GPL V2,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,edgelessdb
Helium,Key-value,Key-value store,https://db-engines.com/en/system/Helium,N,,-,0.0,406,-,-,Levyx Inc.,2013,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,helium
HGraphDB,Graph,Graph DBMS,https://db-engines.com/en/system/HGraphDB,Y,,rayokota/hgraphdb,0.0,406,rayokota,hgraphdb,,2016,,Y,Apache 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,hgraphdb
JasDB,Document,Document store,https://db-engines.com/en/system/JasDB,Y,,oberasoftware/jasdb,0.0,406,oberasoftware,jasdb,,2014,,Y,,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jasdb
K-DB,Relational,Relational DBMS,https://db-engines.com/en/system/K-DB,N,,-,0.0,406,-,-,Inspur Group,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,k-db
Rizhiyi,Search engine,"Search engine,Time Series DBMS",https://db-engines.com/en/system/Rizhiyi,N,,-,0.0,406,-,-,Rizhiyi,2014,,N,,N,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,rizhiyi
Sadas Engine,Relational,Relational DBMS,https://db-engines.com/en/system/Sadas+Engine,N,,-,0.0,406,-,-,SADAS s.r.l.,2006,,N,free trial version available,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,sadas-engine
searchxml,Native XML,"Native XML DBMS,Search engine",https://db-engines.com/en/system/searchxml,N,,-,0.0,406,-,-,informationpartners gmbh,2015,,N,,N,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,searchxml
SpaceTime,Spatial DBMS,"Spatial DBMS,Relational DBMS",https://db-engines.com/en/system/SpaceTime,N,,-,0.0,406,-,-,Mireo,2020,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,spacetime
Tkrzw,Key-value,Key-value store,https://db-engines.com/en/system/Tkrzw,Y,,estraier/tkrzw,0.0,406,estraier,tkrzw,Mikio Hirabayashi,2020,2020,Y,Apache Version 2.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tkrzw
Transwarp StellarDB,Graph,Graph DBMS,https://db-engines.com/en/system/Transwarp+StellarDB,Y_IssueTracking,,stellardb/StellarDB,0.0,406,stellardb,StellarDB,Transwarp,,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,transwarp-stellardb
