unique_name,X_DBMS,dbdbio_card_title,Y_DBMS,match_state,manu_labeled_flag,DBMS,category_label,Written in,Query Interface,System Architecture,Developer,Country of Origin,initial_release_year,current_release_year,Project Type,License_info,github_repo_link,open_source_license,Score_Feb-2023,Rank_Feb-2023
eventstoredb,,,EventStoreDB,Y_Never,Y_auto,EventStoreDB,Event,,,,Event Store Limited,,2012,,,,EventStore/EventStore,Y,1.27,193
rdf4j,,,RDF4J,Y_Never,Y_auto,RDF4J,RDF,,,,"Since 2016 officially forked into an Eclipse project,  former developer was Aduna Software.",,2004,,,"Eclipse Distribution License (EDL), v1.0.",eclipse/rdf4j,Y,1.26,194
xapian,,,Xapian,Y_Never,Y_auto,Xapian,Search engine,,,,,,1986,,,GPLv2,xapian/xapian,Y,1.19,197
sedna,,,Sedna,Y_Never,Y_auto,Sedna,Native XML,,,,,,2006,,,Apache Version 2,sedna/sedna,Y,1.13,201
graph-engine,,,Graph Engine,Y_Never,Y_auto,Graph Engine,Graph,,,,Microsoft,,2010,,,MIT License,microsoft/GraphEngine,Y,1.08,208
scidb,,,SciDB,Y_Never,Y_auto,SciDB,Multivalue,,,,Paradigm4,,2008,,,,cran/scidb,Y,1.02,216
geomesa,,,GeoMesa,Y_Never,Y_auto,GeoMesa,Spatial DBMS,,,,CCRi and others,,2014,,,Apache License 2.0,geomesa/geomesa-geoserver,Y,0.94,225
tajo,,,Tajo,Y_Never,Y_auto,Tajo,Relational,,,,Apache Software Foundation,,2012,,,Apache Version 2,apache/tajo,Y,0.71,248
rasdaman,,,Rasdaman,Y_Never,Y_auto,Rasdaman,Multivalue,,,,,,1998,2019,,extended commercial license available,dioptre/rasdaman,Y,0.71,250
postgres-xl,,,Postgres-XL,Y_Never,Y_auto,Postgres-XL,Relational,,,,,,2014,2018,,Mozilla public license,Postgres-XL/Postgres-XL,Y,0.71,251
strabon,,,Strabon,Y_Never,Y_auto,Strabon,RDF,,,,,,2011,,,Mozilla public license,esarbanis/strabon,Y,0.68,253
elassandra,,,Elassandra,Y_Never,Y_auto,Elassandra,Wide column,,,,,,,,,Apache Version 2.0,strapdata/elassandra,Y,0.63,257
atoti,,,atoti,Y_Never,Y_auto,atoti,Object oriented,,,,ActiveViam,,,,,free versions available,atoti/atoti,N,0.62,258
openqm,,,OpenQM,Y_Never,Y_auto,OpenQM,Multivalue,,,,Martin Phillips,,1993,,,"GPLv2, extended commercial license available",gregjurman/openqm,Y,0.59,261
tokyo-tyrant,,,Tokyo Tyrant,Y_Never,Y_auto,Tokyo Tyrant,Key-value,,,,Mikio  Hirabayashi,,2007,,,GPL,hthetiot/Tokyo-Tyrant,Y,0.58,263
redland,,,Redland,Y_Never,Y_auto,Redland,RDF,,,,,,2000,,,"Multi License (LGPL, GPLv2, Apache V2)",dajobe/librdf,Y,0.51,277
hugegraph,,,HugeGraph,Y_Never,Y_auto,HugeGraph,Graph,,,,Baidu,,2018,,,Apache Version 2.0,apache/incubator-hugegraph,Y,0.45,287
typesense,,,Typesense,Y_Never,Y_auto,Typesense,Search engine,,,,,,2015,,,GPL V3,typesense/typesense,Y,0.41,293
tinkergraph,,,TinkerGraph,Y_Never,Y_auto,TinkerGraph,Graph,,,,,,2009,,,Apache 2.0,apache/tinkerpop,Y,0.38,303
cubicweb,,,CubicWeb,Y_Never,Y_auto,CubicWeb,RDF,,,,Logilab,,2001,,,L-GPL,-,Y,0.38,304
speedb,,,Speedb,Y_Never,Y_auto,Speedb,Key-value,,,,Speedb,,2020,,,,speedb-io/speedb,N,0.35,313
stsdb,,,STSdb,Y_Never,Y_auto,STSdb,Key-value,,,,STS Soft SC,,2011,,,"GPLv2, commercial license available",STSSoft/STSdb4,Y,0.33,317
neventstore,,,NEventStore,Y_Never,Y_auto,NEventStore,Event,,,,,,2011,,,MIT-License,NEventStore/NEventStore,Y,0.33,319
sitewhere,,,SiteWhere,Y_Never,Y_auto,SiteWhere,Time Series,,,,SiteWhere,,2010,,,Common Public Attribution License Version 1.0,sitewhere/sitewhere,Y,0.27,332
acebase,,,Acebase,Y_Never,Y_auto,Acebase,Document,,,,,,2018,,,MIT License,appy-one/acebase,Y,0.26,335
dydra,,,Dydra,Y_Never,Y_auto,Dydra,RDF,,,,,,2010,,,,dydra/dydra,N,0.25,336
hyperleveldb,,,HyperLevelDB,Y_Never,Y_auto,HyperLevelDB,Key-value,,,,,,2010,,,,rescrv/HyperLevelDB,Y,0.25,337
iboxdb,,,iBoxDB,Y_Never,Y_auto,iBoxDB,Document,,,,,,2013,,,,iboxdb/ftserver,Y,0.25,337
raptordb,,,RaptorDB,Y_Never,Y_auto,RaptorDB,Document,,,,,,,,,Apache Version 2,mgholam/RaptorDB-Document,Y,0.24,343
h2gis,,,H2GIS,Y_Never,Y_auto,H2GIS,Spatial DBMS,,,,CNRS,,2013,,,LGPL 3.0,orbisgis/h2gis,Y,0.2,351
hawkular-metrics,,,Hawkular Metrics,Y_Never,Y_auto,Hawkular Metrics,Time Series,,,,Community supported by Red Hat,,2014,,,Apache 2.0,hawkular/hawkular-metrics,Y,0.2,353
siaqodb,,,Siaqodb,Y_Never,Y_auto,Siaqodb,Object oriented,,,,,,,,,,morecraf/Siaqodb,N,0.19,354
qdrant,,,Qdrant,Y_Never,Y_auto,Qdrant,Search engine,,,,Qdrant,,2021,,,Apache Version 2.0,qdrant/qdrant,Y,0.18,362
hgraphdb,,,HGraphDB,Y_Never,Y_auto,HGraphDB,Graph,,,,,,2016,,,Apache 2.0,rayokota/hgraphdb,Y,0.13,369
badger,,,Badger,Y_Never,Y_auto,Badger,Key-value,,,,DGraph Labs,,2017,,,Apache 2.0,dgraph-io/badger,Y,0.12,371
kyoto-tycoon,,,Kyoto Tycoon,Y_Never,Y_auto,Kyoto Tycoon,Key-value,,,,,,2009,,,GPL,AlticeLabsProjects/kyoto,Y,0.06,376
smallsql,,,SmallSQL,Y_Never,Y_auto,SmallSQL,Relational,,,,,,2005,,,L-GPL,CptTZ/SmallSQL,Y,0.04,379
resin-cache,,,Resin Cache,Y_Never,Y_auto,Resin Cache,Key-value,,,,,,1998,,,"GPLv3, extended commercial license available",dlitz/resin,Y,0.03,382
bergdb,,,BergDB,Y_Never,Y_auto,BergDB,Key-value,,,,,,2013,,,Gnu Affero General Public License (AGPL),bergdb/bergdb,Y,0.0,389
cachelotio,,,Cachelot.io,Y_Never,Y_auto,Cachelot.io,Key-value,,,,,,2015,,,Simplified BSD License,cachelot/cachelot,Y,0.0,389
jaguardb,,,JaguarDB,Y_Never,Y_auto,JaguarDB,Key-value,,,,"DataJaguar,  Inc.",,2015,,,GPL V3.0,datajaguar/jaguardb,Y,0.0,389
newts,,,Newts,Y_Never,Y_auto,Newts,Time Series,,,,OpenNMS Group,,2014,,,Apache 2.0,OpenNMS/newts,Y,0.0,389
nsdb,,,NSDb,Y_Never,Y_auto,NSDb,Time Series,,,,,,2017,,,Apache Version 2.0,radicalbit/NSDb,Y,0.0,389
tkrzw,,,Tkrzw,Y_Never,Y_auto,Tkrzw,Key-value,,,,Mikio Hirabayashi,,2020,,,Apache Version 2.0,estraier/tkrzw,Y,0.0,389
transwarp-stellardb,,,Transwarp StellarDB,Y_Never,Y_auto,Transwarp StellarDB,Graph,,,,Transwarp,,,,,,stellardb/StellarDB,N,0.0,389
percona-server-for-mongodb,,,Percona Server for MongoDB,:Y_Never,Y_ConflictResolved,Percona Server for MongoDB,Document,,,,Percona,,2015,2017,,GPL Version 2,percona/percona-server-mongodb,Y,0.56,265
riak-kv,,,Riak KV,:Y_Never,Y_ConflictResolved,Riak KV,Key-value,,,,Basho Technologies,,2009,,,"Apache version 2, commercial enterprise edition",basho/riak_kv,Y,5.14,80
riak-ts,,,Riak TS,:Y_Never,Y_ConflictResolved,Riak TS,Time Series,,,,Basho Technologies,,2015,,,,basho-labs/Riak-TS-JDBC-Driver,Y,0.41,296
